SALES_TRN_REF,SALES_TRN_PRD_CODE,SALES_TRN_AMT,SALES_TRN_DATE,EMP_ID,SALES_POINT
TRN_1002503,PRD_10,6600,2/2/2022,EMP_21,CABIN
TRN_1002504,PRD_01,132000,2/2/2022,EMP_32,STORE
TRN_1002505,PRD_02,198000,2/2/2022,EMP_32,CABIN
TRN_1002506,PRD_15,19800,2/2/2022,EMP_23,STORE
TRN_1002507,PRD_01,132000,2/2/2022,EMP_31,CABIN
TRN_1002508,PRD_02,198000,2/2/2022,EMP_31,STORE
TRN_1002509,PRD_03,264000,2/2/2022,EMP_31,CABIN
TRN_1002510,PRD_04,66000,2/2/2022,EMP_31,STORE
TRN_1002511,PRD_05,132000,2/2/2022,EMP_31,CABIN
TRN_1002512,PRD_07,18900,2/2/2022,EMP_02,STORE
TRN_1002513,PRD_13,6600,2/2/2022,EMP_12,CABIN
TRN_1002514,PRD_10,6600,2/2/2022,EMP_13,CABIN
TRN_1002515,PRD_11,3780,2/2/2022,EMP_13,STORE
TRN_1002516,PRD_12,3780,2/2/2022,EMP_13,CABIN
TRN_1002517,PRD_13,6600,2/2/2022,EMP_13,STORE
TRN_1002518,PRD_14,2520,2/2/2022,EMP_13,CABIN
TRN_1002519,PRD_01,132000,2/2/2022,EMP_32,CABIN
TRN_1002520,PRD_07,18900,2/2/2022,EMP_02,CABIN
TRN_1002521,PRD_09,33000,2/2/2022,EMP_13,CABIN
TRN_1002522,PRD_06,12600,2/2/2022,EMP_01,CABIN
TRN_1002523,PRD_11,3780,2/2/2022,EMP_21,CABIN
TRN_1002524,PRD_13,6600,2/2/2022,EMP_32,CABIN
TRN_1002525,PRD_04,66000,2/2/2022,EMP_03,CABIN
TRN_1002526,PRD_02,198000,2/2/2022,EMP_02,STORE
TRN_1002527,PRD_03,264000,2/2/2022,EMP_02,CABIN
TRN_1002528,PRD_04,66000,2/2/2022,EMP_02,STORE
TRN_1002529,PRD_05,132000,2/2/2022,EMP_02,CABIN
TRN_1002530,PRD_06,12600,2/2/2022,EMP_02,STORE
TRN_1002531,PRD_07,18900,2/2/2022,EMP_02,CABIN
TRN_1002532,PRD_09,33000,2/2/2022,EMP_13,CABIN
TRN_1002533,PRD_15,19800,2/2/2022,EMP_23,STORE
TRN_1002534,PRD_01,132000,2/2/2022,EMP_31,CABIN
TRN_1002535,PRD_13,6600,2/2/2022,EMP_31,CABIN
TRN_1002536,PRD_05,132000,2/2/2022,EMP_32,STORE
TRN_1002537,PRD_06,12600,2/2/2022,EMP_32,CABIN
TRN_1002538,PRD_07,18900,2/2/2022,EMP_32,STORE
TRN_1002539,PRD_08,26400,2/2/2022,EMP_32,CABIN
TRN_1002540,PRD_09,33000,2/2/2022,EMP_32,STORE
TRN_1002541,PRD_10,6600,2/2/2022,EMP_32,CABIN
TRN_1002542,PRD_02,198000,2/2/2022,EMP_21,STORE
TRN_1002543,PRD_03,264000,2/2/2022,EMP_21,CABIN
TRN_1002544,PRD_01,132000,2/2/2022,EMP_13,STORE
TRN_1002545,PRD_02,198000,2/2/2022,EMP_13,CABIN
TRN_1002546,PRD_10,6600,2/2/2022,EMP_02,STORE
TRN_1002547,PRD_11,3780,2/2/2022,EMP_02,CABIN
TRN_1002548,PRD_12,3780,2/2/2022,EMP_02,STORE
TRN_1002549,PRD_13,6600,2/2/2022,EMP_02,CABIN
TRN_1002550,PRD_15,19800,2/2/2022,EMP_13,CABIN
TRN_1002551,PRD_06,12600,2/2/2022,EMP_31,STORE
TRN_1002552,PRD_07,18900,2/2/2022,EMP_31,CABIN
TRN_1002553,PRD_04,66000,2/2/2022,EMP_32,CABIN
TRN_1002554,PRD_05,132000,2/2/2022,EMP_32,STORE
TRN_1002555,PRD_06,12600,2/2/2022,EMP_32,CABIN
TRN_1002556,PRD_07,18900,2/2/2022,EMP_32,STORE
TRN_1002557,PRD_08,26400,2/2/2022,EMP_32,CABIN
TRN_1002558,PRD_15,19800,2/2/2022,EMP_13,STORE
TRN_1002559,PRD_01,132000,2/2/2022,EMP_21,CABIN
TRN_1002560,PRD_14,2520,2/2/2022,EMP_12,STORE
TRN_1002561,PRD_04,66000,2/2/2022,EMP_33,STORE
TRN_1002562,PRD_05,132000,2/2/2022,EMP_33,CABIN
TRN_1002563,PRD_12,3780,2/2/2022,EMP_21,STORE
TRN_1002564,PRD_13,6600,2/2/2022,EMP_21,CABIN
TRN_1002565,PRD_11,3780,2/2/2022,EMP_13,STORE
TRN_1002566,PRD_12,3780,2/2/2022,EMP_13,CABIN
TRN_1002567,PRD_13,6600,2/2/2022,EMP_13,STORE
TRN_1002568,PRD_14,2520,2/2/2022,EMP_13,CABIN
TRN_1002569,PRD_15,19800,2/2/2022,EMP_13,STORE
TRN_1002570,PRD_01,132000,2/2/2022,EMP_21,CABIN
TRN_1002571,PRD_03,264000,2/2/2022,EMP_32,CABIN
TRN_1002572,PRD_09,33000,2/2/2022,EMP_02,CABIN
TRN_1002573,PRD_11,3780,2/2/2022,EMP_13,CABIN
TRN_1002574,PRD_14,2520,2/2/2022,EMP_23,CABIN
TRN_1002575,PRD_04,66000,2/3/2022,EMP_03,STORE
TRN_1002576,PRD_05,132000,2/3/2022,EMP_03,CABIN
TRN_1002577,PRD_06,12600,2/3/2022,EMP_03,STORE
TRN_1002578,PRD_07,18900,2/3/2022,EMP_03,CABIN
TRN_1002579,PRD_08,26400,2/3/2022,EMP_03,STORE
TRN_1002580,PRD_09,33000,2/3/2022,EMP_03,CABIN
TRN_1002581,PRD_11,3780,2/3/2022,EMP_21,CABIN
TRN_1002582,PRD_02,198000,2/3/2022,EMP_32,STORE
TRN_1002583,PRD_03,264000,2/3/2022,EMP_32,CABIN
TRN_1002584,PRD_01,132000,2/3/2022,EMP_31,STORE
TRN_1002585,PRD_02,198000,2/3/2022,EMP_31,CABIN
TRN_1002586,PRD_03,264000,2/3/2022,EMP_31,STORE
TRN_1002587,PRD_04,66000,2/3/2022,EMP_31,CABIN
TRN_1002588,PRD_05,132000,2/3/2022,EMP_31,STORE
TRN_1002589,PRD_06,12600,2/3/2022,EMP_31,CABIN
TRN_1002590,PRD_08,26400,2/3/2022,EMP_02,STORE
TRN_1002591,PRD_14,2520,2/3/2022,EMP_12,CABIN
TRN_1002592,PRD_11,3780,2/3/2022,EMP_13,CABIN
TRN_1002593,PRD_12,3780,2/3/2022,EMP_13,STORE
TRN_1002594,PRD_13,6600,2/3/2022,EMP_13,CABIN
TRN_1002595,PRD_14,2520,2/3/2022,EMP_13,STORE
TRN_1002596,PRD_15,19800,2/3/2022,EMP_13,CABIN
TRN_1002597,PRD_02,198000,2/3/2022,EMP_32,CABIN
TRN_1002598,PRD_08,26400,2/3/2022,EMP_02,CABIN
TRN_1002599,PRD_10,6600,2/3/2022,EMP_13,CABIN
TRN_1002600,PRD_07,18900,2/3/2022,EMP_01,CABIN
TRN_1002601,PRD_12,3780,2/3/2022,EMP_21,CABIN
TRN_1002602,PRD_14,2520,2/3/2022,EMP_32,CABIN
TRN_1002603,PRD_05,132000,2/3/2022,EMP_03,CABIN
TRN_1002604,PRD_03,264000,2/3/2022,EMP_02,STORE
TRN_1002605,PRD_04,66000,2/3/2022,EMP_02,CABIN
TRN_1002606,PRD_05,132000,2/3/2022,EMP_02,STORE
TRN_1002607,PRD_06,12600,2/3/2022,EMP_02,CABIN
TRN_1002608,PRD_07,18900,2/3/2022,EMP_02,STORE
TRN_1002609,PRD_08,26400,2/3/2022,EMP_02,CABIN
TRN_1002610,PRD_10,6600,2/3/2022,EMP_13,CABIN
TRN_1002611,PRD_01,132000,2/3/2022,EMP_31,STORE
TRN_1002612,PRD_02,198000,2/3/2022,EMP_31,CABIN
TRN_1002613,PRD_14,2520,2/3/2022,EMP_31,CABIN
TRN_1002614,PRD_06,12600,2/3/2022,EMP_32,STORE
TRN_1002615,PRD_07,18900,2/3/2022,EMP_32,CABIN
TRN_1002616,PRD_08,26400,2/3/2022,EMP_32,STORE
TRN_1002617,PRD_09,33000,2/3/2022,EMP_32,CABIN
TRN_1002618,PRD_10,6600,2/3/2022,EMP_32,STORE
TRN_1002619,PRD_11,3780,2/3/2022,EMP_32,CABIN
TRN_1002620,PRD_03,264000,2/3/2022,EMP_21,STORE
TRN_1002621,PRD_04,66000,2/3/2022,EMP_21,CABIN
TRN_1002622,PRD_02,198000,2/3/2022,EMP_13,STORE
TRN_1002623,PRD_03,264000,2/3/2022,EMP_13,CABIN
TRN_1002624,PRD_11,3780,2/3/2022,EMP_02,STORE
TRN_1002625,PRD_12,3780,2/3/2022,EMP_02,CABIN
TRN_1002626,PRD_13,6600,2/3/2022,EMP_02,STORE
TRN_1002627,PRD_14,2520,2/3/2022,EMP_02,CABIN
TRN_1002628,PRD_01,132000,2/3/2022,EMP_21,CABIN
TRN_1002629,PRD_07,18900,2/3/2022,EMP_31,STORE
TRN_1002630,PRD_08,26400,2/3/2022,EMP_31,CABIN
TRN_1002631,PRD_05,132000,2/3/2022,EMP_32,CABIN
TRN_1002632,PRD_06,12600,2/3/2022,EMP_32,STORE
TRN_1002633,PRD_07,18900,2/3/2022,EMP_32,CABIN
TRN_1002634,PRD_08,26400,2/3/2022,EMP_32,STORE
TRN_1002635,PRD_09,33000,2/3/2022,EMP_32,CABIN
TRN_1002636,PRD_01,132000,2/3/2022,EMP_21,STORE
TRN_1002637,PRD_02,198000,2/3/2022,EMP_21,CABIN
TRN_1002638,PRD_15,19800,2/3/2022,EMP_12,STORE
TRN_1002639,PRD_05,132000,2/3/2022,EMP_33,STORE
TRN_1002640,PRD_06,12600,2/3/2022,EMP_33,CABIN
TRN_1002641,PRD_13,6600,2/3/2022,EMP_21,STORE
TRN_1002642,PRD_14,2520,2/3/2022,EMP_21,CABIN
TRN_1002643,PRD_12,3780,2/3/2022,EMP_13,STORE
TRN_1002644,PRD_13,6600,2/3/2022,EMP_13,CABIN
TRN_1002645,PRD_14,2520,2/3/2022,EMP_13,STORE
TRN_1002646,PRD_15,19800,2/3/2022,EMP_13,CABIN
TRN_1002647,PRD_01,132000,2/3/2022,EMP_21,STORE
TRN_1002648,PRD_02,198000,2/3/2022,EMP_21,CABIN
TRN_1002649,PRD_04,66000,2/3/2022,EMP_32,CABIN
TRN_1002650,PRD_10,6600,2/3/2022,EMP_02,CABIN
TRN_1002651,PRD_12,3780,2/3/2022,EMP_13,CABIN
TRN_1002652,PRD_15,19800,2/3/2022,EMP_23,CABIN
TRN_1002653,PRD_05,132000,2/4/2022,EMP_03,STORE
TRN_1002654,PRD_06,12600,2/4/2022,EMP_03,CABIN
TRN_1002655,PRD_07,18900,2/4/2022,EMP_03,STORE
TRN_1002656,PRD_08,26400,2/4/2022,EMP_03,CABIN
TRN_1002657,PRD_09,33000,2/4/2022,EMP_03,STORE
TRN_1002658,PRD_10,6600,2/4/2022,EMP_03,CABIN
TRN_1002659,PRD_12,3780,2/4/2022,EMP_21,CABIN
TRN_1002660,PRD_03,264000,2/4/2022,EMP_32,STORE
TRN_1002661,PRD_04,66000,2/4/2022,EMP_32,CABIN
TRN_1002662,PRD_02,198000,2/4/2022,EMP_31,STORE
TRN_1002663,PRD_03,264000,2/4/2022,EMP_31,CABIN
TRN_1002664,PRD_04,66000,2/4/2022,EMP_31,STORE
TRN_1002665,PRD_05,132000,2/4/2022,EMP_31,CABIN
TRN_1002666,PRD_06,12600,2/4/2022,EMP_31,STORE
TRN_1002667,PRD_07,18900,2/4/2022,EMP_31,CABIN
TRN_1002668,PRD_09,33000,2/4/2022,EMP_02,STORE
TRN_1002669,PRD_15,19800,2/4/2022,EMP_12,CABIN
TRN_1002670,PRD_12,3780,2/4/2022,EMP_13,CABIN
TRN_1002671,PRD_13,6600,2/4/2022,EMP_13,STORE
TRN_1002672,PRD_14,2520,2/4/2022,EMP_13,CABIN
TRN_1002673,PRD_15,19800,2/4/2022,EMP_13,STORE
TRN_1002674,PRD_01,132000,2/4/2022,EMP_21,CABIN
TRN_1002675,PRD_03,264000,2/4/2022,EMP_32,CABIN
TRN_1002676,PRD_09,33000,2/4/2022,EMP_02,CABIN
TRN_1002677,PRD_11,3780,2/4/2022,EMP_13,CABIN
TRN_1002678,PRD_08,26400,2/4/2022,EMP_01,CABIN
TRN_1002679,PRD_13,6600,2/4/2022,EMP_21,CABIN
TRN_1002680,PRD_15,19800,2/4/2022,EMP_32,CABIN
TRN_1002681,PRD_06,12600,2/4/2022,EMP_03,CABIN
TRN_1002682,PRD_04,66000,2/4/2022,EMP_02,STORE
TRN_1002683,PRD_05,132000,2/4/2022,EMP_02,CABIN
TRN_1002684,PRD_06,12600,2/4/2022,EMP_02,STORE
TRN_1002685,PRD_07,18900,2/4/2022,EMP_02,CABIN
TRN_1002686,PRD_08,26400,2/4/2022,EMP_02,STORE
TRN_1002687,PRD_09,33000,2/4/2022,EMP_02,CABIN
TRN_1002688,PRD_11,3780,2/4/2022,EMP_13,CABIN
TRN_1002689,PRD_02,198000,2/4/2022,EMP_31,STORE
TRN_1002690,PRD_03,264000,2/4/2022,EMP_31,CABIN
TRN_1002691,PRD_15,19800,2/4/2022,EMP_31,CABIN
TRN_1002692,PRD_07,18900,2/4/2022,EMP_32,STORE
TRN_1002693,PRD_08,26400,2/4/2022,EMP_32,CABIN
TRN_1002694,PRD_09,33000,2/4/2022,EMP_32,STORE
TRN_1002695,PRD_10,6600,2/4/2022,EMP_32,CABIN
TRN_1002696,PRD_11,3780,2/4/2022,EMP_32,STORE
TRN_1002697,PRD_12,3780,2/4/2022,EMP_32,CABIN
TRN_1002698,PRD_04,66000,2/4/2022,EMP_21,STORE
TRN_1002699,PRD_05,132000,2/4/2022,EMP_21,CABIN
TRN_1002700,PRD_03,264000,2/4/2022,EMP_13,STORE
TRN_1002701,PRD_04,66000,2/4/2022,EMP_13,CABIN
TRN_1002702,PRD_12,3780,2/4/2022,EMP_02,STORE
TRN_1002703,PRD_13,6600,2/4/2022,EMP_02,CABIN
TRN_1002704,PRD_14,2520,2/4/2022,EMP_02,STORE
TRN_1002705,PRD_15,19800,2/4/2022,EMP_02,CABIN
TRN_1002706,PRD_02,198000,2/4/2022,EMP_21,CABIN
TRN_1002707,PRD_08,26400,2/4/2022,EMP_31,STORE
TRN_1002708,PRD_09,33000,2/4/2022,EMP_31,CABIN
TRN_1002709,PRD_06,12600,2/4/2022,EMP_32,CABIN
TRN_1002710,PRD_07,18900,2/4/2022,EMP_32,STORE
TRN_1002711,PRD_08,26400,2/4/2022,EMP_32,CABIN
TRN_1002712,PRD_09,33000,2/4/2022,EMP_32,STORE
TRN_1002713,PRD_10,6600,2/4/2022,EMP_32,CABIN
TRN_1002714,PRD_02,198000,2/4/2022,EMP_21,STORE
TRN_1002715,PRD_03,264000,2/4/2022,EMP_21,CABIN
TRN_1002716,PRD_01,132000,2/4/2022,EMP_13,STORE
TRN_1002717,PRD_06,12600,2/4/2022,EMP_33,STORE
TRN_1002718,PRD_07,18900,2/4/2022,EMP_33,CABIN
TRN_1002719,PRD_14,2520,2/4/2022,EMP_21,STORE
TRN_1002720,PRD_15,19800,2/4/2022,EMP_21,CABIN
TRN_1002721,PRD_13,6600,2/4/2022,EMP_13,STORE
TRN_1002722,PRD_14,2520,2/4/2022,EMP_13,CABIN
TRN_1002723,PRD_15,19800,2/4/2022,EMP_13,STORE
TRN_1002724,PRD_01,132000,2/4/2022,EMP_21,CABIN
TRN_1002725,PRD_02,198000,2/4/2022,EMP_21,STORE
TRN_1002726,PRD_03,264000,2/4/2022,EMP_21,CABIN
TRN_1002727,PRD_05,132000,2/4/2022,EMP_32,CABIN
TRN_1002728,PRD_11,3780,2/4/2022,EMP_02,CABIN
TRN_1002729,PRD_13,6600,2/4/2022,EMP_13,CABIN
TRN_1002730,PRD_01,132000,2/4/2022,EMP_31,CABIN
TRN_1002731,PRD_06,12600,2/5/2022,EMP_03,STORE
TRN_1002732,PRD_07,18900,2/5/2022,EMP_03,CABIN
TRN_1002733,PRD_08,26400,2/5/2022,EMP_03,STORE
TRN_1002734,PRD_09,33000,2/5/2022,EMP_03,CABIN
TRN_1002735,PRD_10,6600,2/5/2022,EMP_03,STORE
TRN_1002736,PRD_11,3780,2/5/2022,EMP_03,CABIN
TRN_1002737,PRD_13,6600,2/5/2022,EMP_21,CABIN
TRN_1002738,PRD_04,66000,2/5/2022,EMP_32,STORE
TRN_1002739,PRD_05,132000,2/5/2022,EMP_32,CABIN
TRN_1002740,PRD_03,264000,2/5/2022,EMP_31,STORE
TRN_1002741,PRD_04,66000,2/5/2022,EMP_31,CABIN
TRN_1002742,PRD_05,132000,2/5/2022,EMP_31,STORE
TRN_1002743,PRD_06,12600,2/5/2022,EMP_31,CABIN
TRN_1002744,PRD_07,18900,2/5/2022,EMP_31,STORE
TRN_1002745,PRD_08,26400,2/5/2022,EMP_31,CABIN
TRN_1002746,PRD_10,6600,2/5/2022,EMP_02,STORE
TRN_1002747,PRD_01,132000,2/5/2022,EMP_13,CABIN
TRN_1002748,PRD_13,6600,2/5/2022,EMP_13,CABIN
TRN_1002749,PRD_14,2520,2/5/2022,EMP_13,STORE
TRN_1002750,PRD_15,19800,2/5/2022,EMP_13,CABIN
TRN_1002751,PRD_01,132000,2/5/2022,EMP_21,STORE
TRN_1002752,PRD_02,198000,2/5/2022,EMP_21,CABIN
TRN_1002753,PRD_04,66000,2/5/2022,EMP_32,CABIN
TRN_1002754,PRD_10,6600,2/5/2022,EMP_02,CABIN
TRN_1002755,PRD_12,3780,2/5/2022,EMP_13,CABIN
TRN_1002756,PRD_09,33000,2/5/2022,EMP_01,CABIN
TRN_1002757,PRD_14,2520,2/5/2022,EMP_21,CABIN
TRN_1002758,PRD_01,132000,2/5/2022,EMP_33,CABIN
TRN_1002759,PRD_07,18900,2/5/2022,EMP_03,CABIN
TRN_1002760,PRD_05,132000,2/5/2022,EMP_02,STORE
TRN_1002761,PRD_06,12600,2/5/2022,EMP_02,CABIN
TRN_1002762,PRD_07,18900,2/5/2022,EMP_02,STORE
TRN_1002763,PRD_08,26400,2/5/2022,EMP_02,CABIN
TRN_1002764,PRD_09,33000,2/5/2022,EMP_02,STORE
TRN_1002765,PRD_10,6600,2/5/2022,EMP_02,CABIN
TRN_1002766,PRD_12,3780,2/5/2022,EMP_13,CABIN
TRN_1002767,PRD_03,264000,2/5/2022,EMP_31,STORE
TRN_1002768,PRD_04,66000,2/5/2022,EMP_31,CABIN
TRN_1002769,PRD_01,132000,2/5/2022,EMP_32,CABIN
TRN_1002770,PRD_08,26400,2/5/2022,EMP_32,STORE
TRN_1002771,PRD_09,33000,2/5/2022,EMP_32,CABIN
TRN_1002772,PRD_10,6600,2/5/2022,EMP_32,STORE
TRN_1002773,PRD_11,3780,2/5/2022,EMP_32,CABIN
TRN_1002774,PRD_12,3780,2/5/2022,EMP_32,STORE
TRN_1002775,PRD_13,6600,2/5/2022,EMP_32,CABIN
TRN_1002776,PRD_05,132000,2/5/2022,EMP_21,STORE
TRN_1002777,PRD_06,12600,2/5/2022,EMP_21,CABIN
TRN_1002778,PRD_04,66000,2/5/2022,EMP_13,STORE
TRN_1002779,PRD_05,132000,2/5/2022,EMP_13,CABIN
TRN_1002780,PRD_13,6600,2/5/2022,EMP_02,STORE
TRN_1002781,PRD_14,2520,2/5/2022,EMP_02,CABIN
TRN_1002782,PRD_15,19800,2/5/2022,EMP_02,STORE
TRN_1002783,PRD_01,132000,2/5/2022,EMP_03,CABIN
TRN_1002784,PRD_03,264000,2/5/2022,EMP_21,CABIN
TRN_1002785,PRD_09,33000,2/5/2022,EMP_31,STORE
TRN_1002786,PRD_10,6600,2/5/2022,EMP_31,CABIN
TRN_1002787,PRD_07,18900,2/5/2022,EMP_32,CABIN
TRN_1002788,PRD_08,26400,2/5/2022,EMP_32,STORE
TRN_1002789,PRD_09,33000,2/5/2022,EMP_32,CABIN
TRN_1002790,PRD_10,6600,2/5/2022,EMP_32,STORE
TRN_1002791,PRD_11,3780,2/5/2022,EMP_32,CABIN
TRN_1002792,PRD_03,264000,2/5/2022,EMP_21,STORE
TRN_1002793,PRD_04,66000,2/5/2022,EMP_21,CABIN
TRN_1002794,PRD_02,198000,2/5/2022,EMP_13,STORE
TRN_1002795,PRD_07,18900,2/5/2022,EMP_33,STORE
TRN_1002796,PRD_08,26400,2/5/2022,EMP_33,CABIN
TRN_1002797,PRD_15,19800,2/5/2022,EMP_21,STORE
TRN_1002798,PRD_01,132000,2/5/2022,EMP_22,CABIN
TRN_1002799,PRD_14,2520,2/5/2022,EMP_13,STORE
TRN_1002800,PRD_15,19800,2/5/2022,EMP_13,CABIN
TRN_1002801,PRD_01,132000,2/5/2022,EMP_21,STORE
TRN_1002802,PRD_02,198000,2/5/2022,EMP_21,CABIN
TRN_1002803,PRD_03,264000,2/5/2022,EMP_21,STORE
TRN_1002804,PRD_04,66000,2/5/2022,EMP_21,CABIN
TRN_1002805,PRD_06,12600,2/5/2022,EMP_32,CABIN
TRN_1002806,PRD_12,3780,2/5/2022,EMP_02,CABIN
TRN_1002807,PRD_14,2520,2/5/2022,EMP_13,CABIN
TRN_1002808,PRD_02,198000,2/5/2022,EMP_31,CABIN
TRN_1002809,PRD_07,18900,2/6/2022,EMP_03,STORE
TRN_1002810,PRD_08,26400,2/6/2022,EMP_03,CABIN
TRN_1002811,PRD_09,33000,2/6/2022,EMP_03,STORE
TRN_1002812,PRD_10,6600,2/6/2022,EMP_03,CABIN
TRN_1002813,PRD_11,3780,2/6/2022,EMP_03,STORE
TRN_1002814,PRD_12,3780,2/6/2022,EMP_03,CABIN
TRN_1002815,PRD_14,2520,2/6/2022,EMP_21,CABIN
TRN_1002816,PRD_05,132000,2/6/2022,EMP_32,STORE
TRN_1002817,PRD_06,12600,2/6/2022,EMP_32,CABIN
TRN_1002818,PRD_04,66000,2/6/2022,EMP_31,STORE
TRN_1002819,PRD_05,132000,2/6/2022,EMP_31,CABIN
TRN_1002820,PRD_06,12600,2/6/2022,EMP_31,STORE
TRN_1002821,PRD_07,18900,2/6/2022,EMP_31,CABIN
TRN_1002822,PRD_08,26400,2/6/2022,EMP_31,STORE
TRN_1002823,PRD_09,33000,2/6/2022,EMP_31,CABIN
TRN_1002824,PRD_11,3780,2/6/2022,EMP_02,STORE
TRN_1002825,PRD_02,198000,2/6/2022,EMP_13,CABIN
TRN_1002826,PRD_14,2520,2/6/2022,EMP_13,CABIN
TRN_1002827,PRD_15,19800,2/6/2022,EMP_13,STORE
TRN_1002828,PRD_01,132000,2/6/2022,EMP_21,CABIN
TRN_1002829,PRD_02,198000,2/6/2022,EMP_21,STORE
TRN_1002830,PRD_03,264000,2/6/2022,EMP_21,CABIN
TRN_1002831,PRD_05,132000,2/6/2022,EMP_32,CABIN
TRN_1002832,PRD_11,3780,2/6/2022,EMP_02,CABIN
TRN_1002833,PRD_13,6600,2/6/2022,EMP_13,CABIN
TRN_1002834,PRD_10,6600,2/6/2022,EMP_01,CABIN
TRN_1002835,PRD_15,19800,2/6/2022,EMP_21,CABIN
TRN_1002836,PRD_02,198000,2/6/2022,EMP_33,CABIN
TRN_1002837,PRD_08,26400,2/6/2022,EMP_03,CABIN
TRN_1002838,PRD_06,12600,2/6/2022,EMP_02,STORE
TRN_1002839,PRD_07,18900,2/6/2022,EMP_02,CABIN
TRN_1002840,PRD_08,26400,2/6/2022,EMP_02,STORE
TRN_1002841,PRD_09,33000,2/6/2022,EMP_02,CABIN
TRN_1002842,PRD_10,6600,2/6/2022,EMP_02,STORE
TRN_1002843,PRD_11,3780,2/6/2022,EMP_02,CABIN
TRN_1002844,PRD_13,6600,2/6/2022,EMP_13,CABIN
TRN_1002845,PRD_04,66000,2/6/2022,EMP_31,STORE
TRN_1002846,PRD_05,132000,2/6/2022,EMP_31,CABIN
TRN_1002847,PRD_02,198000,2/6/2022,EMP_32,CABIN
TRN_1002848,PRD_09,33000,2/6/2022,EMP_32,STORE
TRN_1002849,PRD_10,6600,2/6/2022,EMP_32,CABIN
TRN_1002850,PRD_11,3780,2/6/2022,EMP_32,STORE
TRN_1002851,PRD_12,3780,2/6/2022,EMP_32,CABIN
TRN_1002852,PRD_13,6600,2/6/2022,EMP_32,STORE
TRN_1002853,PRD_14,2520,2/6/2022,EMP_32,CABIN
TRN_1002854,PRD_06,12600,2/6/2022,EMP_21,STORE
TRN_1002855,PRD_07,18900,2/6/2022,EMP_21,CABIN
TRN_1002856,PRD_05,132000,2/6/2022,EMP_13,STORE
TRN_1002857,PRD_06,12600,2/6/2022,EMP_13,CABIN
TRN_1002858,PRD_14,2520,2/6/2022,EMP_02,STORE
TRN_1002859,PRD_15,19800,2/6/2022,EMP_02,CABIN
TRN_1002860,PRD_01,132000,2/6/2022,EMP_03,STORE
TRN_1002861,PRD_02,198000,2/6/2022,EMP_03,CABIN
TRN_1002862,PRD_04,66000,2/6/2022,EMP_21,CABIN
TRN_1002863,PRD_10,6600,2/6/2022,EMP_31,STORE
TRN_1002864,PRD_11,3780,2/6/2022,EMP_31,CABIN
TRN_1002865,PRD_08,26400,2/6/2022,EMP_32,CABIN
TRN_1002866,PRD_09,33000,2/6/2022,EMP_32,STORE
TRN_1002867,PRD_10,6600,2/6/2022,EMP_32,CABIN
TRN_1002868,PRD_11,3780,2/6/2022,EMP_32,STORE
TRN_1002869,PRD_12,3780,2/6/2022,EMP_32,CABIN
TRN_1002870,PRD_04,66000,2/6/2022,EMP_21,STORE
TRN_1002871,PRD_05,132000,2/6/2022,EMP_21,CABIN
TRN_1002872,PRD_03,264000,2/6/2022,EMP_13,STORE
TRN_1002873,PRD_08,26400,2/6/2022,EMP_33,STORE
TRN_1002874,PRD_09,33000,2/6/2022,EMP_33,CABIN
TRN_1002875,PRD_01,132000,2/6/2022,EMP_22,STORE
TRN_1002876,PRD_02,198000,2/6/2022,EMP_22,CABIN
TRN_1002877,PRD_15,19800,2/6/2022,EMP_13,STORE
TRN_1002878,PRD_01,132000,2/6/2022,EMP_21,CABIN
TRN_1002879,PRD_02,198000,2/6/2022,EMP_21,STORE
TRN_1002880,PRD_03,264000,2/6/2022,EMP_21,CABIN
TRN_1002881,PRD_04,66000,2/6/2022,EMP_21,STORE
TRN_1002882,PRD_05,132000,2/6/2022,EMP_21,CABIN
TRN_1002883,PRD_07,18900,2/6/2022,EMP_32,CABIN
TRN_1002884,PRD_13,6600,2/6/2022,EMP_02,CABIN
TRN_1002885,PRD_15,19800,2/6/2022,EMP_13,CABIN
TRN_1002886,PRD_03,264000,2/6/2022,EMP_31,CABIN
TRN_1002887,PRD_08,26400,2/7/2022,EMP_03,STORE
TRN_1002888,PRD_09,33000,2/7/2022,EMP_03,CABIN
TRN_1002889,PRD_10,6600,2/7/2022,EMP_03,STORE
TRN_1002890,PRD_11,3780,2/7/2022,EMP_03,CABIN
TRN_1002891,PRD_12,3780,2/7/2022,EMP_03,STORE
TRN_1002892,PRD_13,6600,2/7/2022,EMP_03,CABIN
TRN_1002893,PRD_15,19800,2/7/2022,EMP_21,CABIN
TRN_1002894,PRD_06,12600,2/7/2022,EMP_32,STORE
TRN_1002895,PRD_07,18900,2/7/2022,EMP_32,CABIN
TRN_1002896,PRD_05,132000,2/7/2022,EMP_31,STORE
TRN_1002897,PRD_06,12600,2/7/2022,EMP_31,CABIN
TRN_1002898,PRD_07,18900,2/7/2022,EMP_31,STORE
TRN_1002899,PRD_08,26400,2/7/2022,EMP_31,CABIN
TRN_1002900,PRD_09,33000,2/7/2022,EMP_31,STORE
TRN_1002901,PRD_10,6600,2/7/2022,EMP_31,CABIN
TRN_1002902,PRD_12,3780,2/7/2022,EMP_02,STORE
TRN_1002903,PRD_03,264000,2/7/2022,EMP_13,CABIN
TRN_1002904,PRD_15,19800,2/7/2022,EMP_13,CABIN
